domain,2025-05-31,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2026-01-03,2026-01-04
daniabikes.com,865849,870371,880825,878726,878761,883014,885626,886203,885185,895882,896708,898444,900943,901777,900797,896983,893712,890573,892171,886982,886982,898678,918367,918367,896013,918068,893705,891748,877054,,
asnef.com,865850,740316,723939,715449,704953,692475,683943,674081,667884,659295,653604,646939,637968,630207,621632,613175,604039,590382,582722,575641,575641,560109,551353,551353,538779,521846,523070,524705,524906,562269,558568
pgslot.bar,865851,909785,913551,900479,907037,916113,921821,926649,930765,937305,942056,946582,952058,957170,976407,983033,989508,994407,,,,,,,,,,,,,
idealprotein.com,865852,922178,930909,933246,912755,923615,930955,933353,933319,942668,956426,955994,961847,970787,986481,994921,997297,,,,,,,,,,,,,,
unlimited-space.com,865853,849897,843800,838274,836360,845323,852167,858190,867046,873767,882432,881989,880970,869824,863209,849304,843366,847765,849382,852409,852409,860047,874813,874813,885119,915210,896998,894440,865350,322927,326163
gasnews.com,865854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719035,717394
kiotpro.vn,865855,821576,830170,841229,858551,878922,900690,919067,939583,961983,986246,,,,,,,,,,,,,,,,,,,,
xn--lnservice-l8a.dk,865856,574076,577857,900411,902188,905902,906515,905846,905396,903995,,,,,,,,,,,,,,,,,,,,,
mfca.jp,865857,872059,872683,872391,871773,874885,878302,878057,877933,878230,878505,878846,880563,880849,881175,881045,882207,883537,884831,884871,884871,897984,919358,919358,920536,916563,893824,894497,878676,997291,998006
regionkalmar.se,865858,873784,874560,875149,874968,878644,882035,881751,881485,881347,881586,881765,883404,883249,882864,881909,882466,883668,884899,883935,883935,895284,916248,916248,916352,911596,887669,888041,871088,868120,867869
hosysteme.de,865859,822649,710555,684024,835810,836037,838051,841124,841607,841317,739388,823618,872703,872491,871505,871212,864974,824561,823188,876789,876789,864983,871953,871953,711554,867331,945070,922243,923869,742829,736377
batbet-88.com,865860,731487,725284,723799,721340,721354,720664,720378,722245,721471,721078,721037,722775,723861,722686,723553,724425,726174,725688,726231,726231,728241,725052,725052,727687,721801,723064,724899,726217,,
contacnet.com.br,865861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abookru.info,865862,942464,940022,939138,946711,929322,927548,928313,927711,938112,933180,935218,940153,941985,946429,965123,970019,970731,972888,990385,990385,940001,846538,846538,832828,864827,850529,849328,836934,,
datarcv.ru,865863,859487,867619,875935,878496,887728,895010,900596,906002,907191,912816,920694,924681,930853,943328,964407,970056,973384,,,,,,,,,,,,285857,285501
danangfantasticity.com,865864,,,,,,,,,,,,,,,,,,,,,,,,,,,,983006,714460,713987
findtrade.co,865865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scatn.pics,865866,924107,923297,907061,909497,914280,920170,919889,919857,925633,924911,925118,931039,937219,930795,925797,921932,934465,935116,938626,938626,965701,972113,972113,971763,974819,977194,979017,980624,,
bracelit.es,865867,517780,515249,517514,516147,514000,513274,512674,513449,510981,510510,516803,521993,533538,552123,560215,575265,590077,614740,634227,634227,674835,697014,697014,820039,869031,895831,922848,980122,,
mypatterns.ru,865868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reikuh.de,865869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joymania.co,865870,912338,914715,902370,913929,924746,931360,944237,951242,963926,972155,964753,963768,967292,981839,982634,994856,,,,,,,,,,,,,,
bt.com.bn,865871,919233,919771,904576,909001,914805,916741,917058,918232,918411,921235,921759,923520,924863,926385,927708,944493,944953,946757,945642,945642,969979,970903,970903,972566,970731,973033,976041,979162,,
mergegames.com,865872,925532,929087,933516,922161,927846,930204,933180,935983,940095,943044,945174,948463,951907,955235,973648,976752,979913,,,,,,,,,,,,,
henamedmemalala.com,865873,371585,334690,305937,275731,251698,234122,219350,201023,186989,176032,164574,156119,149357,142005,135696,130387,125242,120816,116871,116871,109936,106928,106928,106777,105860,108686,111787,115288,,
canyontours.com,865874,901489,892773,902136,914443,927384,931888,941483,952443,950349,960619,975207,977883,994711,998954,,,,,,,,,,,,,,,,
paranashop.com.br,865875,976863,959184,962579,967589,969854,953540,954323,957172,959255,961188,964256,966654,970859,988127,992146,995729,998687,,,,,,,,,,,,,
disenowebakus.net,865876,930893,934272,937401,925802,930992,933795,936069,939436,943368,946347,948746,952681,955141,970662,976535,979904,983579,,,,,,,,,,,,,
akmil.ac.id,865877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evilgamerz.com,865878,844020,845399,847789,849964,852636,858193,861760,864538,866199,867711,869770,873716,875678,877687,878777,881617,885253,893446,911985,911985,946953,953602,953602,954788,943834,939529,910386,906178,651615,645657
vvsd.net,865879,871316,874955,875652,869569,856183,853827,853788,855143,855233,862893,849380,847630,849919,849294,846568,850666,860944,866073,863491,863491,882027,888325,888325,925428,921737,896222,894997,878569,,
esportstales.com,865880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885977,892394
mangkukmerah.com,865881,683301,675271,677140,680113,685442,685907,679564,681817,673022,673583,675737,676574,687759,695308,709760,718464,726162,731987,825075,825075,833491,829890,829890,741019,839948,844082,850763,846089,867471,867160
infoscreenprinting.net,865882,927386,920514,895858,895962,899018,904601,901469,897546,892014,895171,901862,909172,911482,914997,917638,917578,943123,956381,980870,980870,987859,,,,,,,,,
psi-cro.com,865883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resonaterecordings.com,865884,856825,858180,858756,860200,864194,869007,871365,872884,883873,890767,899524,908145,916381,919849,927521,945357,946736,951402,982094,982094,999428,,,,,,,,865910,858690
meridiam.com,865885,952100,954855,957198,960873,963365,945161,944963,951889,952991,952447,952867,953989,954354,955593,971509,972080,973930,974257,995655,995655,997092,997430,997430,998863,994751,996480,999356,,,
abacela.com,865886,,,,,,,,,994405,993768,993710,,,,,,,,,,,,,,998527,991994,986114,981269,,
casopiszena.cz,865887,936371,941078,944638,954376,963401,951335,957201,964321,970680,978748,985822,,,,,,,,,,,,,,,,,,,
valuechecker.co.uk,865888,860003,854659,852768,853442,854054,870014,870190,868551,865009,862387,864649,866987,868021,867912,867690,866491,866066,869241,881040,881040,892591,891692,891692,878802,847131,840175,832099,825868,,
ciaoweb.it,865889,833089,830480,832631,840096,850916,861306,882687,904814,909732,908926,915670,926404,941475,951907,976497,990631,991291,,,,,,,,,,,,,
globaldialog.ru,865890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mediaction.ca,865891,858606,845647,843837,844210,852441,860550,862110,862635,865169,857203,853890,857156,851174,850617,846009,843822,842859,840064,837687,837687,860787,877803,877803,896464,922103,905261,907438,911207,,
channelone.com,865892,862856,864349,864492,865464,869300,873612,875106,876296,861231,848069,838662,830329,743324,731347,720682,712088,698458,692291,689223,689223,678445,674130,674130,675316,671262,672113,674008,672339,,
jordans-1.us,865893,920753,922652,908650,913274,919909,922300,925098,927265,930851,932619,935542,939384,943499,946737,964943,968139,972188,972730,995675,995675,,,,,,,,,,
streamingsystems.io,865894,833321,826555,819954,825114,837429,848255,854206,856867,848125,834799,833124,842309,840948,844527,845810,841196,831257,833916,852806,852806,853515,869916,869916,867585,913263,896729,901766,881959,936898,926839
inbici.net,865895,717064,706397,690625,693432,692549,682356,678088,678037,671536,659115,663935,669336,669771,667188,655531,643498,630004,619781,609111,609111,585753,572929,572929,563561,554703,558985,561430,566330,,
esc.com,865896,717722,709776,714793,711311,703431,694823,713348,734340,719243,718687,721479,718392,700376,713131,722505,722787,712458,824381,823420,823420,729739,731038,731038,711547,732639,716461,721063,720387,,
adhubmarketplace.com,865897,901824,884573,884632,886161,890657,892998,893528,893418,894129,895245,898216,899994,902569,904859,907146,909378,913377,926275,926810,926810,952284,955009,955009,959651,957275,962045,966232,947987,,
swissphone.de,865898,710861,708783,693238,683037,683169,674595,667468,833630,854662,843524,831328,743081,735052,733223,722960,721282,714354,710864,709183,709183,711322,708802,708802,702970,696997,680399,676250,670278,,
planarchel.ru,865899,940703,956635,965589,972919,976366,983703,992414,987805,997887,,,,,,,,,,,,,,,,,,,,,
ogauthority.co.uk,865900,933913,943728,952188,957574,962138,943968,944100,945589,946555,946476,947766,949088,950111,951516,967667,961622,955531,948037,939162,939162,949335,943454,943454,945128,940726,942723,920803,923243,,
jozzpi20.com,865901,863729,874573,880983,878909,884973,888027,886111,884167,876389,873376,874460,879508,880856,883046,882758,881459,885108,889720,885308,885308,905580,922988,922988,926684,933069,929865,902063,882627,,
mgshops.es,865902,837538,834122,830988,826345,822123,739244,733083,725757,718134,710312,696504,690699,684532,676484,670332,660322,651720,644710,635648,635648,622911,614786,614786,601549,592829,585685,580726,576633,690998,697480
m2mone.com.au,865903,881307,882913,888546,890698,896008,898292,895461,891757,897340,910266,912186,919993,932978,946952,970175,978371,993898,,,,,,,,,,,,,
tahoemedia.com,865904,835575,834672,831740,837835,834531,840149,847175,842704,836040,837448,835194,833310,830861,828520,825988,832866,826926,741339,730566,730566,725991,724700,724700,715865,730789,724136,723312,722419,525945,523070
facctconference.org,865905,,,995745,999518,,,,,992022,993412,996084,,,,,,,,,,,,,,,,,,,
advansbum.by,865906,881494,882222,882931,885236,890126,892717,893911,894596,895740,896791,899519,901658,904290,906597,909260,911755,916060,929074,929553,929553,952890,954106,954106,954763,949847,951852,953376,931432,993854,993789
projectev.co.uk,865907,973774,961975,972530,984037,991565,999413,,,,966690,935715,931095,926737,921972,917106,912494,908965,903591,910157,910157,900154,916392,916392,918760,915144,892569,893568,878519,961113,979995
adesso.com,865908,985035,968076,973128,977966,979946,981180,966135,967472,968733,970761,972088,973589,988809,993000,,,,,,,,,,,,,,,944342,937335
sitesofconscience.org,865909,,,998168,,,,,,990864,991646,993112,,,,,,,,,,,,,,,,,,,
wallpaperveo.site,865910,149883,140900,134275,128944,122592,117956,111756,107103,103299,100937,100195,97666,96487,93728,90351,85745,83205,81974,80894,80894,77895,77132,77132,75272,78138,80869,80382,80943,75963,74812
heberg-24.com,865911,848148,847878,844730,844286,850769,851931,856404,864547,863038,858972,861816,857854,853585,850377,850385,835195,838684,840327,847893,847893,847398,849447,849447,834143,865091,832258,824674,822539,401602,401796
dropser.org,865912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wdrussia.ru,865913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fairentry.com,865914,574898,564765,549693,529346,519055,508835,500096,491122,485352,468001,456317,443022,433485,425382,418498,412006,401789,392764,384356,384356,375212,373085,373085,363509,355444,355915,356123,355503,,
hsedays.ru,865915,679296,682779,653413,629462,601307,565835,547071,534246,530555,521254,490448,483667,485509,473541,486837,495654,476838,462584,447807,447807,452340,471844,471844,464300,465168,457798,459895,467993,,
bryancameroneducationfoundation.org,865916,833973,843013,851976,857753,877451,902178,924959,946124,953215,964088,972116,978672,,,,,,,,,,,,,,,,,,
institutoroche.es,865917,973371,958000,962466,969616,973350,976253,960883,964696,967766,972608,974410,976849,993918,999067,,,,,,,,,,,,,,,,
playtheradio.com,865918,981380,964329,968623,981459,988748,997354,,,,,,,,,,,,,,,,,,,,,,,,
europeanspallationsource.se,865919,920384,921737,905917,909310,914641,916150,916813,918699,919738,923259,925093,927379,930099,931740,934327,950678,952154,954234,955966,955966,977976,979539,979539,981673,978139,980792,984100,987825,,
bsve.net,865920,908688,893880,898973,907627,910566,914380,918751,920170,907285,909679,923518,924449,929282,924729,923806,947149,950263,958847,980734,980734,981120,977914,977914,983426,993775,,,,692611,692852
auroracasino5.com,865921,842936,840101,847380,847139,848852,851321,855362,855689,855374,854190,854278,858076,865108,867896,868110,866859,867113,878965,885125,885125,938117,946886,946886,963058,964453,969052,976328,979310,,
litairian.com,865922,855381,848625,844040,839187,834357,831469,830209,827733,746517,739365,733266,729373,725734,720171,716813,717637,720093,718707,719598,719598,718355,716937,716937,707521,696737,688940,685488,684832,711394,743145
vulkanrussia-casino.vip,865923,998410,,994425,,,,,980280,971784,975055,971776,976794,995974,987352,977801,968085,968820,,,,986555,986782,986782,987123,,,,,,
lafa.fun,865924,844336,834306,824582,741079,822085,825135,830701,833763,837446,843218,847023,852707,858324,863728,869018,872256,876718,872349,868948,868948,854233,852073,852073,856383,870149,875498,863066,870000,,
vidia-kliniken.de,865925,866145,867050,866086,866027,873628,877264,877526,872802,875370,875091,879891,883006,882891,883189,882709,889300,890974,887158,886890,886890,893209,919800,919800,926414,922080,897898,897496,882369,,
fueladream.com,865926,643966,657263,673667,681721,691522,704267,716903,730174,737571,743408,827126,831509,835919,841228,845045,850097,854475,862435,873327,873327,904230,935258,935258,925325,921393,885230,850298,831577,,
patientping.com,865927,904927,916774,900303,885641,891446,897485,904308,908591,912781,918852,913539,909157,910664,913918,917902,928221,940583,935020,930451,930451,967860,986831,986831,989316,979650,982007,991059,999385,,
teebik.com,865928,910137,891658,892209,895991,898858,900724,901325,899911,900254,899163,901495,903332,905332,899893,899819,893035,893970,896292,907489,907489,909495,929952,929952,931194,933937,937507,915667,911359,,
fonbetk.ru,865929,905794,886456,885126,890176,893818,893589,891123,887684,887319,887146,901027,916565,931288,943339,970023,982110,995383,,,,,,,,,,,,,
win24dzoy.com,865930,739653,730027,729502,723504,718459,708137,703944,697551,710898,708604,714506,722591,729137,737973,823582,829085,832657,836407,842727,842727,882853,888955,888955,920044,938339,945923,956414,941919,,
redkix.com,865931,922784,923160,907399,914187,922361,913247,904123,894921,886556,888086,901757,913516,923969,940167,966289,984953,999324,,,,,,,,,,,,,
arena-z.gg,865932,936216,945160,952711,964207,971129,976977,965999,973125,978026,977997,987278,,,,,,,,,,,,,,,,,,,
solocup.com,865933,867832,881889,891530,903808,915303,917259,917479,910824,914228,918294,915748,900381,900647,892140,894273,895133,902650,902254,912773,912773,946302,944312,944312,938390,941465,700234,594406,597927,,
fusemail.com,865934,950458,959531,960357,954348,935505,932394,929265,921345,925149,929346,924473,929603,929818,929221,924916,918746,912147,924382,921448,921448,909830,930264,930264,944218,945655,959197,975523,984962,,
mactac.com,865935,936913,944695,964188,971396,967275,956645,959860,973460,,,,,,,,,,,,,,,,,,,,,860600,865878
cdnsvideo.com,865936,835591,832722,835701,836398,856851,858931,858419,856163,845639,839076,839606,743959,741748,733166,726144,744159,722318,720353,724102,724102,730787,724720,724720,728297,820769,820568,819225,821207,,
comfolks.com,865937,695577,696698,705756,691567,686523,684363,679973,680276,682114,677817,678281,680046,678925,681033,682730,693665,705542,709765,719782,719782,741668,831791,831791,855456,870906,882682,894568,906727,304353,297829
coorsbrewing.com,865938,902031,864390,848292,834132,820914,734741,727395,712821,713679,723232,823972,836865,850446,866010,876116,875732,877542,862159,845847,845847,738446,717848,717848,718256,712512,713943,707392,707942,,
zacuiw.com,865939,684690,696154,710370,722990,740432,835000,855096,872787,896271,924106,953317,984997,,,,,,,,,,,,,,,,,,
