domain,2025-05-31,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2026-01-03,2026-01-04,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01
iptvsmarters.com,42731,43618,43779,44335,44981,45483,46099,46734,47342,47844,48274,48920,49538,50089,50649,51156,51684,52192,52921,53605,53605,55161,55763,55763,57530,59022,60277,60878,61403,72704,72395,70849,70849,70731,70479,70211,69872,69498,69389,69496,69500,69345,69093,68782,68391,68160,68162,68177,68018,67859,67693,67416,67270,67379,67433,67457,67502
rtgio.co,42732,42042,42138,42401,42787,43142,43190,43253,43239,43242,43182,43218,43341,43421,43424,43392,42980,42681,42545,42306,42306,41808,41575,41575,41238,41190,41131,41060,40993,45171,45082,44881,44881,44918,44970,45002,44967,44833,44866,45032,45171,45179,45271,45434,45446,45585,45896,46024,46155,46275,46469,46736,46867,46991,46891,46960,47023
crazy-factory.com,42733,45294,45728,46223,46642,47217,47643,48092,48551,49173,49731,50279,50856,51171,51543,51882,52183,52397,52288,52288,52288,51889,51831,51831,51752,51648,51775,51924,52063,52392,52280,52298,52298,52237,52150,52071,52003,51880,51849,52111,52324,52448,52711,52808,52865,52913,52890,52947,52975,53113,53152,53166,53196,53339,53356,53302,53180
vivobarefoot.com,42734,41446,41511,41613,41574,41548,41544,41412,41296,41136,40858,40939,40928,40873,40771,40624,40607,40626,40579,40495,40495,40505,40549,40549,40716,40523,40636,40727,40840,44556,44569,44477,44477,44433,44404,44363,44312,44231,44214,44212,44253,44308,44368,44535,44622,44740,44963,45039,45060,45101,45177,45305,45426,45319,45322,45368,45430
pinterestmail.com,42735,42735,42825,42818,42854,42958,42971,42991,42992,43005,42890,42836,42815,42776,42739,42633,42469,42360,42276,42161,42161,42038,41999,41999,41987,41855,41911,41945,42142,76255,76337,76426,76426,76475,76621,76686,76837,76960,77069,77094,77209,77344,77389,77536,77716,77839,77987,78077,78305,78516,78732,78916,78990,78926,78931,78875,78914
mediamarkt.pl,42736,42058,42132,42188,42267,42395,42433,42443,42485,42478,42359,42495,42480,42436,42344,42220,42054,42069,42029,41946,41946,41922,41891,41891,41997,41868,41981,42084,42289,43799,43720,43378,43378,43293,43149,43100,43023,42945,42952,42948,42943,42944,42903,42985,43062,43052,43098,43202,43127,43090,42989,42932,42910,42883,42960,42888,42867
europeantour.com,42737,37866,37692,37419,37140,36943,36732,36395,36145,36026,35869,35559,35288,35020,34793,34589,34343,34122,33820,33585,33585,32985,32791,32791,32224,31800,31775,31750,31739,33407,33461,33935,33935,34028,34109,34241,34368,34467,34610,34706,34812,34867,34965,35072,35116,35203,35223,35228,35224,35066,35002,35002,34982,34880,34779,34697,34696
hoodline.com,42738,41068,41162,41169,41111,41161,41259,41235,41199,41208,41078,41247,41255,41329,41346,41273,41245,41220,41183,41127,41127,41102,41061,41061,41032,40805,40865,40901,40962,43827,43889,43903,43903,43965,43980,44001,44037,44031,44055,44136,44299,44374,44414,44598,44697,44806,44999,45046,45042,45078,45104,45216,45278,45167,45123,45128,45193
damplips.com,42739,42424,42421,42438,42546,42669,42718,42715,42703,42717,42659,42725,42672,42659,42644,42541,42589,42482,42459,42370,42370,42193,42137,42137,38659,37142,35891,34774,33686,44178,44127,43713,43713,43453,43231,42968,42750,42489,40445,38887,37472,36126,34953,33921,32943,32099,31132,30286,29320,28577,27854,27157,26515,25915,25409,24836,24258
sierra.chat,42740,36632,36789,36791,36710,36740,36762,36846,36796,37207,37550,37880,38274,38496,38772,39182,39563,39859,40134,40438,40438,41454,42060,42060,43086,43540,44187,44893,45684,27346,27882,29132,29132,29206,29338,29435,29545,29670,29776,29801,29878,29960,29993,30056,30175,30059,30073,29994,29918,29877,29800,29826,29833,29808,29819,29861,29930
dune-hd.com,42741,44012,43806,43797,44055,44202,44588,44577,44591,44288,44229,44241,44455,44590,44739,44650,44438,44063,44209,44889,44889,44812,44535,44535,44462,45131,45212,45287,45456,41756,41634,40923,40923,40729,40601,40458,40324,40198,40314,40474,40546,40521,40583,40476,40414,40579,40826,41097,41376,41561,41643,41615,41616,41863,41970,42114,42200
pap.fr,42742,42419,42449,42456,42491,42535,42555,42535,42524,42538,42463,42482,42406,42375,42359,42201,42014,41947,41885,41791,41791,41736,41707,41707,41739,41482,41539,41585,41729,42572,42534,42239,42239,42158,42141,42117,42046,41933,41903,41894,41937,41995,42023,42129,42179,42217,42315,42460,42535,42529,42502,42539,42506,42539,42535,42533,42511
zenmate.com,42743,40309,39956,39519,39666,39737,39847,39903,39843,39721,39774,39828,40008,40096,39897,39740,39580,39537,39561,39468,39468,39514,39477,39477,39473,39441,39533,39581,39674,42142,42079,41714,41714,41678,41659,41676,41634,41546,41547,41550,41584,41613,41619,41680,41706,41735,41844,41998,42112,42119,42107,42104,41996,42083,42042,42024,41999
apartmentfinder.com,42744,38325,38475,38456,38429,38496,38596,38694,38813,38651,38658,38660,38778,38677,38573,38553,38547,38567,38540,38426,38426,38413,38438,38438,38579,38397,38512,38575,38651,42910,42809,42599,42599,42906,43254,43562,43907,44295,44722,45122,45636,46135,46763,47441,48226,49043,49022,49020,49078,49089,49220,49288,49317,49297,49219,49225,49286
chmi.cz,42745,41158,41283,41296,41436,41686,41908,42066,42200,42261,42157,42106,42016,41995,41943,41769,41689,41642,41595,41563,41563,41447,41466,41466,41522,41328,41242,41077,40937,44148,44083,43707,43707,43599,43454,43281,43085,42876,42623,42409,42310,42264,42214,42249,42249,42259,42309,42368,42386,42380,42369,42390,42332,42396,42371,42345,42448
sendvid.com,42746,41836,41755,41755,41822,41915,41994,41996,41959,41916,41712,41757,41803,41871,41986,41793,41712,41541,41492,41388,41388,41308,41305,41305,41491,41644,41840,41917,42058,52566,52251,51546,51546,51362,51201,51072,50871,50671,50579,50533,50581,50612,50769,50770,50862,50841,50846,50860,50956,51036,51148,51107,51077,51099,51089,50944,50944
accessoticketing.com,42747,38382,38395,38282,38205,38193,38186,38123,37988,37847,37871,37962,38002,38010,37879,37763,37648,37558,37621,37431,37431,37294,37197,37197,37139,37421,37509,37618,37744,50578,50332,49619,49619,49571,49591,49560,49534,49593,49690,49748,49937,50069,50248,50341,50591,50649,50767,50978,51190,51467,51584,51723,52009,52227,52593,52825,53025
proflowers.com,42748,46401,46246,46166,45742,45263,44899,44484,44095,44056,44046,43693,43507,43279,43145,42953,42677,42516,42255,41948,41948,41573,41381,41381,41538,41337,41653,41966,42378,46176,46029,45588,45588,45503,45386,45294,45310,45273,45314,45290,45421,45624,45888,46262,46607,46941,47240,47437,47657,47942,48270,48568,48726,48831,48897,49026,49139
bbiq.jp,42749,43617,43576,43643,43767,43819,43952,44126,44335,44570,44787,44816,44921,45005,45009,44895,44864,44781,44821,45089,45089,45449,45695,45695,46467,46796,46693,46529,46771,50531,50434,49828,49828,49462,49143,48993,48791,48458,48253,47828,47394,46821,46482,46208,45784,45288,44884,44363,43892,43185,42951,42635,42452,42418,42402,42272,41982
oneall.com,42750,44040,44113,43924,44192,44641,45037,45102,45245,45449,45785,45915,46179,46578,46707,46931,46855,46643,46570,46354,46354,46253,46210,46210,45549,46241,46476,46710,46903,51355,51324,51335,51335,51501,51616,51762,51916,52165,52196,52201,52397,52465,52728,52858,53039,53042,52965,53019,53162,53360,53550,53731,53551,53337,53296,53221,53013
myebanking.net,42751,42657,42795,42862,42859,42952,42998,43051,43072,43153,43313,43164,43041,43017,43031,43017,43483,44015,44452,44988,44988,46065,46897,46897,48354,48892,49749,50758,51741,45380,45940,46342,46342,46328,46396,46433,46465,46581,46655,46625,46774,46887,46995,47111,47277,47436,47459,47497,47509,47544,47578,47749,47712,46930,46090,45519,45003
hs-cricinfo.com,42752,42051,41959,42003,41566,41274,41050,40641,40202,39446,38980,38843,38891,38840,38874,38796,38973,39113,39176,39040,39040,38786,38428,38428,38352,38205,38271,38263,38177,51772,51811,53037,53037,53887,54855,55982,57240,58394,59729,60041,60298,60680,60951,61093,61245,61402,62884,64333,65625,67009,68416,70159,72064,71805,71677,71379,71205
arrayent.com,42753,41842,41999,42256,41926,41988,41995,42029,42015,41992,41694,41550,41557,41520,41447,41566,41311,41480,41539,41017,41017,40705,40475,40475,41002,41647,41676,41714,41833,37916,37737,37544,37544,37541,37469,37447,37413,37371,37503,37776,37971,38095,38219,38281,38292,38197,38218,38178,38078,38017,37846,37584,37401,37287,37071,36965,36824
netdirekt.com.tr,42754,43983,43755,43866,44135,44082,44236,44142,44103,44146,44108,43882,43864,43944,43780,43538,43080,42821,42917,42688,42688,42590,42267,42267,41976,43050,43119,43406,43561,24797,24765,25004,25004,24928,24949,24939,24928,24907,24761,24641,24579,24562,24551,24546,24492,24522,24561,24602,24613,24690,24704,24687,24724,24786,24810,24839,24829
stone.com.br,42755,42290,42344,42345,42366,42449,42497,42465,42468,42461,42329,42350,42405,42372,42338,42193,42032,41978,41928,41854,41854,41762,41656,41656,41624,41309,41364,41407,41469,30302,30743,32736,32736,33151,33583,34137,34617,34575,34623,34643,34648,34636,34657,34654,34679,34758,34752,34767,34682,34644,34679,34744,34739,34196,33604,33091,32627
iau.org,42756,43724,43807,43842,43988,44115,44119,44180,44229,44314,44460,44293,44283,44258,44276,44270,44191,44129,44092,44092,44092,43971,43974,43974,44022,43656,43707,43750,43921,44615,44557,44209,44209,44137,44080,44078,44034,43987,44010,44003,43977,44024,44035,44165,44254,44401,44515,44532,44468,44526,44547,44552,44625,44469,44473,44406,44437
texts.com,42757,42824,42834,42939,43031,43080,43133,43215,43280,43369,43361,43329,43302,43268,43259,43183,42976,42890,42806,42734,42734,42567,42561,42561,42621,42634,42739,42725,42829,48613,49334,52268,52268,53182,54016,54958,55991,56018,56110,56213,56265,56357,56574,56593,56662,56680,56613,56608,56708,56768,56798,56761,56748,55770,54737,53815,52799
mkcziot.com,42758,59303,59355,59385,59461,59507,59671,59665,59678,57716,56008,54374,52830,51233,49773,48478,47263,45895,44780,43682,43682,41683,40693,40693,39113,38118,37506,36919,36297,58662,58532,58438,58438,58490,58531,58589,58631,58646,58771,58862,58983,59321,59464,59494,59521,59542,59570,59667,59861,59867,59884,59862,59859,59847,59884,59917,59919
newsone.com,42759,43709,43898,44103,43916,43770,43863,43955,44068,44226,44464,44372,44438,44512,44612,44724,44829,44846,44813,44771,44771,44716,44745,44745,44827,44581,44623,44679,44763,54412,54222,54071,54071,53974,53942,53889,53865,53954,54043,54196,54355,54649,55019,55227,55414,55651,55745,55831,56062,56288,56411,56540,56643,56736,56802,56858,56790
tomshw.it,42760,42691,42754,42791,42841,42951,42956,42982,42990,42973,42907,42908,42868,42848,42836,42793,42681,42592,42532,42432,42432,42401,42351,42351,42205,41892,41955,42001,42121,37989,37798,37227,37227,37110,36978,36827,36670,36503,36378,36407,36468,36514,36576,36641,36765,36855,36760,36684,36583,36406,36260,36218,36154,36061,35984,35992,36050
cram.com,42761,31851,31194,30469,29961,29566,29312,29141,29005,28791,28611,28586,28554,28603,28785,29022,28895,29036,29106,29226,29226,29451,29649,29649,30228,30431,30843,31176,31427,49617,49530,49416,49416,49414,49464,49496,49516,49522,49568,49639,49703,49739,49941,50154,50392,50513,50667,50713,50863,51002,51194,51210,51258,51328,51307,51175,51184
bloggactif.com,42762,43388,43558,43748,44002,44270,44463,44662,44872,45098,45370,45378,45539,45720,45831,46051,46257,46278,46385,46538,46538,46774,46947,46947,47156,46867,46864,46938,47051,40793,40735,40676,40676,40706,40780,40823,40856,40952,41175,41285,41377,41446,41567,41759,41867,41965,42140,42340,42481,42646,42792,42893,42991,43054,43122,43150,43195
acr.org,42763,42534,42609,42699,42745,42860,42905,42925,42961,43000,42954,42926,42896,42854,42923,42963,42943,42928,42832,42707,42707,42703,42693,42693,42809,42555,42546,42611,42738,45031,45120,44934,44934,44876,44868,44865,44865,44907,44956,44981,45071,45110,45190,45343,45563,45792,45999,46137,46246,46396,46562,46847,46933,46885,46704,46745,46760
lingokids.com,42764,34505,34072,33903,33574,33137,32718,32364,31881,31429,31124,31065,30809,30581,30396,30175,30070,30006,30394,30509,30509,30879,31017,31017,31106,31147,31196,31178,31208,50366,49848,48867,48867,48818,48726,48663,48490,48284,48346,48627,48796,48843,48964,48961,48862,48927,49024,49064,49126,49236,49252,49066,48981,49066,49056,49151,49308
showpo.com,42765,43870,44154,44380,44624,44786,44985,45120,45267,45555,45744,45664,45714,45832,45973,46129,46575,46932,47284,47633,47633,48352,48935,48935,49907,50387,50835,51277,51481,54132,54518,56278,56278,56765,57313,57786,58246,58844,59315,59774,60239,60685,60916,61140,61316,61514,61723,62032,62286,62521,62722,62902,63138,63348,63554,63751,64004
yfanads.com,42766,42684,42612,42655,42765,43000,43043,43125,43201,43202,43297,43338,43409,43469,43551,43693,43533,43477,43488,43482,43482,43298,43234,43234,43403,43527,43662,43853,44068,105021,105794,106278,106278,106087,106157,106209,106243,106293,106787,107721,108173,106481,106444,106556,105746,105526,105755,105908,106092,106017,106056,105686,105710,106135,106497,106792,106992
imgnxb.com,42767,39491,39437,39521,39873,40027,40117,40135,39972,39538,39519,39662,39850,39825,39500,39171,38733,38599,38717,38615,38615,38311,37894,37894,37492,37244,37260,37267,37241,37649,37355,37008,37008,37143,37161,37144,36976,36578,36560,36865,37050,37146,37194,37158,37004,36956,36795,36580,36336,36037,35919,35688,35613,35683,35801,35941,36118
blogpayz.com,42768,43098,43257,43434,43561,43718,43789,43876,43942,44041,44284,44323,44440,44564,44664,44765,44729,44600,44522,44505,44505,44343,44283,44283,44374,44027,44006,43968,43999,32287,32342,32255,32255,32296,32323,32379,32374,32394,32464,32555,32597,32648,32703,32794,32871,33025,33094,33018,33019,33108,33180,33147,33190,33284,33423,33459,33514
futuretodayinc.com,42769,41891,41790,41793,41998,42111,42142,42080,42000,41854,41638,41873,41911,41919,41896,41799,41563,41595,41628,41495,41495,41298,41173,41173,41165,41245,41455,41500,41723,43844,43730,43572,43572,43646,43621,43618,43590,43515,43609,43820,43946,44038,44078,44161,44168,44303,44571,44703,44787,44869,44929,44970,45083,45057,45079,45096,45138
eurodate.com,42770,42597,42576,42613,42657,42806,42833,42812,42790,42806,42759,42809,42746,42707,42668,42525,42275,42136,42080,42009,42009,41743,41612,41612,41576,41539,41567,41573,41640,48409,48295,47684,47684,47438,47178,46956,46640,46402,46234,46095,45952,45767,45596,45496,45314,45154,45100,44915,44646,44462,44283,44083,44049,43921,43994,44017,44036
voila.fr,42771,42287,42383,42410,42325,42390,42425,42396,42410,42446,42327,42297,42264,42235,42227,42102,41987,41959,41979,41813,41813,41781,41741,41741,41724,41527,41522,41525,41595,41814,41768,41617,41617,41615,41668,41697,41720,41758,41829,41972,42103,42120,42125,42194,42222,42283,42362,42475,42516,42492,42421,42421,42364,42372,42323,42309,42306
sooma.com,42772,41574,42140,42432,42423,42084,42203,42234,43088,43083,42298,42269,42589,42456,41829,41575,40774,40618,40410,39898,39898,39926,39985,39985,39448,40265,40080,40470,40462,33859,33961,33841,33841,33723,33788,33794,33843,33849,33681,33707,33726,33926,34006,33939,34014,34268,34055,33808,33406,33342,33202,32768,32573,32491,32301,32207,32118
gpa.gov.il,42773,25163,26159,26164,26177,26189,26262,26241,26245,26237,26232,26220,26251,34368,50178,108299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bglobale.com,42774,47035,46751,46560,46460,46438,46444,46504,46503,46671,46584,46767,46762,46877,46694,46604,46441,45912,45859,45859,45859,45560,45867,45867,45780,46548,46835,47037,47022,67326,68132,69232,69232,69836,70660,71384,72107,72317,72829,72464,71880,71240,70377,69516,69461,69817,70003,70151,70291,70326,70020,69913,69847,69854,70037,70196,70391
stem.org.uk,42775,43105,43127,43168,43381,43553,43544,43614,43669,43710,44037,44063,44199,44267,44347,44412,44375,44375,44328,44331,44331,44234,44229,44229,44302,44031,44139,44169,44307,46352,46094,44837,44837,44582,44316,44072,43823,43807,43845,43847,43840,43879,43914,44114,44200,44360,44553,44627,44677,44724,44834,45089,45323,45610,45922,46305,46728
einthusan.tv,42776,42410,42378,42391,42555,42773,42803,42802,42802,42753,42664,42793,42830,42879,42848,42760,42550,42521,42582,42580,42580,42582,42454,42454,42468,42417,42407,42503,42670,52092,51820,51855,51855,52020,52052,52054,52052,52007,52123,52357,52519,52652,52852,52951,52933,52954,53005,53066,53123,53362,53436,53492,53514,53573,53627,53674,53555
netbet.com,42777,46878,47152,47582,47857,48081,48302,48574,48893,48913,48852,48549,48059,47698,47376,47059,46750,46324,45508,45199,45199,44476,44045,44045,43569,43417,43227,43055,42964,30750,30215,30302,30302,31499,30184,29909,29852,30144,30698,31534,31546,31375,30994,31425,31447,31466,32639,32597,32586,32981,32634,32579,32561,32613,32904,32923,33964
g10498469755.co,42778,36217,36557,36739,36866,37013,37101,37217,37196,37775,38120,38546,39133,39567,39901,40325,41028,41758,42306,42981,42981,44161,44986,44986,46122,47001,47740,48946,49730,67066,67257,67522,67522,67732,68058,68395,68688,69071,69330,69427,69614,69760,69789,69815,69938,69822,69657,69496,69307,69041,68755,68649,68614,68428,68316,68128,67981
wepowerconnections.com,42779,42591,42704,42721,42749,42855,42848,42841,42866,42939,42843,42787,42709,42708,42691,42642,42555,42426,42307,42159,42159,42034,42012,42012,41929,41614,41608,41669,41820,91665,92356,98248,98248,98388,98622,98796,99130,99527,97143,96720,96620,96516,96505,96573,96760,96732,96505,96488,96507,96432,96320,96438,96507,96467,96496,96622,96733
examine.com,42780,42113,42125,42138,42308,42518,42655,42752,42862,42992,43095,43095,43069,43066,43095,43062,42922,42831,42779,42673,42673,42542,42489,42489,42495,42150,42172,42243,42348,41858,41789,41395,41395,41312,41258,41198,41149,41119,41085,41110,41131,41158,41175,41222,41323,41405,41457,41547,41679,41647,41611,41516,41277,41260,41117,41009,40795
interlink.or.jp,42781,40986,40901,40758,41565,41595,41572,41538,41453,41363,41187,41456,42022,42184,42271,42046,41716,41526,41623,41668,41668,41706,41738,41738,41852,42729,42864,43010,43215,32646,32648,32204,32204,32050,31923,31828,31733,31585,31566,31523,31514,31569,31629,31714,31766,31802,31740,31731,31663,31523,31477,31482,31449,31480,31535,31653,31806
firstheberg.net,42782,45784,45607,46595,46764,47045,47472,47905,48080,47651,47553,47518,47840,47592,46674,47730,46811,46020,45594,45899,45899,45451,45463,45463,46416,47524,47327,47372,47306,64981,64795,65076,65076,65161,65570,65546,65857,66563,67392,68129,68297,68558,68969,69007,69016,69638,69106,69080,68938,68478,67918,68035,68042,68071,68196,68639,68547
